Station,Date,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,year,day,month,snow,smoke,fog,drizzle,rain,mist,storm,h_fog,haze,week,tavg_lag_1,tavg_lag_3,tavg_lag_7,preciptotal_lag_1,preciptotal_lag_3,preciptotal_lag_7,sunrise_clean,sunset_clean,DaylightHrs,DaylightHrs_lag_1,DaylightHrs_lag_3,DaylightHrs_lag_7,relhum,relhum_lag_1,relhum_lag_3,relhum_lag_7
1,2011-06-04,92,64,78,64,68,0,13,418,1922,0.0,0.18,29.31,30.02,1.4,26,8.5,2011,4,Jun,0,0,0,0,1,0,0,0,0,22,73.0,63.0,79.0,0.18,0.001,0.001,1900-01-01 04:18:00,1900-01-01 19:22:00,15,15.0,15.0,14.0,62.20636552235971,66.10430250047786,51.816509052460745,62.332621836554104
2,2011-06-04,91,67,79,64,69,0,14,418,1922,0.0,0.5,29.38,30.0,3.0,26,8.1,2011,4,Jun,0,0,0,0,0,0,0,0,0,22,78.0,71.0,70.0,0.18,0.01,0.0,1900-01-01 04:18:00,1900-01-01 19:22:00,15,15.0,15.0,15.0,60.196870734409735,62.20636552235971,73.263968047143,47.29717977540188
1,2011-06-05,85,60,73,55,62,0,8,417,1923,0.0,0.001,29.36,30.08,3.1,7,5.4,2011,5,Jun,0,0,0,0,0,0,0,0,0,22,79.0,73.0,73.0,0.5,0.18,0.0,1900-01-01 04:17:00,1900-01-01 19:23:00,15,15.0,15.0,15.0,53.303538890495616,60.196870734409735,66.10430250047786,42.73275842121189
2,2011-06-05,84,63,74,55,62,0,9,417,1923,0.0,0.01,29.41,30.06,2.7,8,5.0,2011,5,Jun,0,0,0,0,0,0,0,0,0,22,73.0,78.0,63.0,0.001,0.18,0.02,1900-01-01 04:17:00,1900-01-01 19:23:00,15,15.0,15.0,15.0,51.54537159632893,53.303538890495616,62.20636552235971,49.879267159266256
1,2011-06-06,93,60,77,64,69,0,12,417,1923,0.0,0.0,29.15,29.89,8.5,20,9.7,2011,6,Jun,0,0,0,0,0,0,0,0,0,23,74.0,79.0,63.0,0.01,0.5,0.001,1900-01-01 04:17:00,1900-01-01 19:23:00,15,15.0,15.0,15.0,64.29187002109663,51.54537159632893,60.196870734409735,51.816509052460745
2,2011-06-06,94,62,78,63,69,0,13,417,1923,0.0,0.0,29.22,29.88,7.8,20,8.6,2011,6,Jun,0,0,0,0,0,0,0,0,0,23,77.0,73.0,71.0,0.0,0.001,0.01,1900-01-01 04:17:00,1900-01-01 19:23:00,15,15.0,15.0,15.0,60.065812049598065,64.29187002109663,53.303538890495616,73.263968047143
1,2011-06-07,96,75,86,65,72,0,21,417,1924,0.0,0.0,29.11,29.82,10.3,23,10.6,2011,7,Jun,0,0,0,0,0,0,0,0,0,23,78.0,74.0,73.0,0.0,0.01,0.18,1900-01-01 04:17:00,1900-01-01 19:24:00,15,15.0,15.0,15.0,49.72174463059497,60.065812049598065,51.54537159632893,66.10430250047786
2,2011-06-07,96,77,87,64,72,0,22,417,1924,0.0,0.0,29.18,29.8,9.7,23,10.1,2011,7,Jun,0,0,0,0,0,0,0,0,0,23,86.0,77.0,78.0,0.0,0.0,0.18,1900-01-01 04:17:00,1900-01-01 19:24:00,15,15.0,15.0,15.0,46.51714833151448,49.72174463059497,64.29187002109663,62.20636552235971
1,2011-06-08,95,66,81,64,71,0,16,417,1925,0.0,0.17,29.13,29.81,11.6,24,13.4,2011,8,Jun,0,0,0,0,1,0,0,0,0,23,87.0,78.0,79.0,0.0,0.0,0.5,1900-01-01 04:17:00,1900-01-01 19:25:00,15,15.0,15.0,15.0,56.393821581175274,46.51714833151448,60.065812049598065,60.196870734409735
2,2011-06-08,96,67,82,63,71,0,17,417,1925,0.0,0.69,29.2,29.8,9.3,23,12.1,2011,8,Jun,0,0,0,0,1,1,0,0,0,23,81.0,86.0,73.0,0.17,0.0,0.001,1900-01-01 04:17:00,1900-01-01 19:25:00,15,15.0,15.0,15.0,52.71592393664674,56.393821581175274,49.72174463059497,53.303538890495616
1,2011-06-09,69,50,60,52,55,5,0,416,1925,0.01,0.93,29.28,30.0,8.0,4,12.5,2011,9,Jun,0,0,0,0,1,1,0,0,0,23,82.0,87.0,74.0,0.69,0.0,0.01,1900-01-01 04:16:00,1900-01-01 19:25:00,15,15.0,15.0,15.0,74.86146884846585,52.71592393664674,46.51714833151448,51.54537159632893
2,2011-06-09,69,52,61,54,56,4,0,416,1925,0.01,2.17,29.34,29.98,7.0,4,12.0,2011,9,Jun,0,0,0,0,1,1,0,0,0,23,60.0,81.0,77.0,0.93,0.17,0.0,1900-01-01 04:16:00,1900-01-01 19:25:00,15,15.0,15.0,15.0,77.75081575908914,74.86146884846585,56.393821581175274,64.29187002109663
1,2011-06-10,69,51,60,56,57,5,0,416,1926,0.0,0.52,29.21,29.94,6.4,3,8.0,2011,10,Jun,0,0,0,0,0,1,0,0,1,23,61.0,82.0,78.0,2.17,0.69,0.0,1900-01-01 04:16:00,1900-01-01 19:26:00,15,15.0,15.0,15.0,86.63347270313851,77.75081575908914,52.71592393664674,60.065812049598065
2,2011-06-10,71,51,61,56,58,4,0,416,1926,0.0,0.44,29.26,29.92,6.1,1,7.5,2011,10,Jun,0,0,0,0,1,1,0,0,1,23,60.0,60.0,86.0,0.52,0.93,0.0,1900-01-01 04:16:00,1900-01-01 19:26:00,15,15.0,15.0,15.0,83.61374014655831,86.63347270313851,74.86146884846585,49.72174463059497
1,2011-06-11,62,52,57,54,55,8,0,416,1926,0.0,0.03,29.24,29.95,4.7,5,5.7,2011,11,Jun,0,0,1,1,0,1,0,1,0,23,61.0,61.0,87.0,0.44,2.17,0.0,1900-01-01 04:16:00,1900-01-01 19:26:00,15,15.0,15.0,15.0,89.69031175040955,83.61374014655831,77.75081575908914,46.51714833151448
2,2011-06-11,65,53,59,54,56,6,0,416,1926,0.0,0.1,29.29,29.94,5.4,2,5.8,2011,11,Jun,0,0,0,1,1,1,0,0,0,23,57.0,60.0,81.0,0.03,0.52,0.17,1900-01-01 04:16:00,1900-01-01 19:26:00,15,15.0,15.0,15.0,83.48123188078101,89.69031175040955,86.63347270313851,56.393821581175274
1,2011-06-12,64,50,57,45,52,8,0,416,1927,0.0,0.0,29.38,30.1,8.3,3,8.9,2011,12,Jun,0,0,0,0,0,1,0,0,0,23,59.0,61.0,82.0,0.1,0.44,0.69,1900-01-01 04:16:00,1900-01-01 19:27:00,15,15.0,15.0,15.0,64.13917977601092,83.48123188078101,83.61374014655831,52.71592393664674
2,2011-06-12,64,51,58,45,52,7,0,416,1927,0.0,0.0,29.44,30.09,9.4,2,9.9,2011,12,Jun,0,0,0,0,0,0,0,0,0,23,57.0,57.0,60.0,0.0,0.03,0.93,1900-01-01 04:16:00,1900-01-01 19:27:00,15,15.0,15.0,15.0,61.87436222238419,64.13917977601092,89.69031175040955,74.86146884846585
1,2011-06-13,72,54,63,43,53,2,0,416,1927,0.0,0.0,29.39,30.11,7.5,6,7.8,2011,13,Jun,0,0,0,0,0,0,0,0,0,24,58.0,59.0,61.0,0.0,0.1,2.17,1900-01-01 04:16:00,1900-01-01 19:27:00,15,15.0,15.0,15.0,48.006115263556225,61.87436222238419,83.48123188078101,77.75081575908914
2,2011-06-13,71,56,64,43,53,1,0,416,1927,0.0,0.0,29.44,30.11,8.0,6,8.7,2011,13,Jun,0,0,0,0,0,0,0,0,0,24,63.0,57.0,60.0,0.0,0.0,0.52,1900-01-01 04:16:00,1900-01-01 19:27:00,15,15.0,15.0,15.0,46.35419980637903,48.006115263556225,64.13917977601092,86.63347270313851
1,2011-06-14,77,53,65,49,56,0,0,416,1928,0.0,0.0,29.25,30.01,7.8,9,8.6,2011,14,Jun,0,0,0,0,0,0,0,0,0,24,64.0,58.0,61.0,0.0,0.0,0.44,1900-01-01 04:16:00,1900-01-01 19:28:00,15,15.0,15.0,15.0,56.17816824881756,46.35419980637903,61.87436222238419,83.61374014655831
2,2011-06-14,77,58,68,49,57,0,3,416,1928,0.0,0.0,29.31,30.0,7.8,9,8.3,2011,14,Jun,0,0,0,0,0,0,0,0,0,24,65.0,63.0,57.0,0.0,0.0,0.03,1900-01-01 04:16:00,1900-01-01 19:28:00,15,15.0,15.0,15.0,50.64479825917398,56.17816824881756,48.006115263556225,89.69031175040955
1,2011-06-15,71,57,64,59,61,1,0,416,1928,0.0,0.8,29.0,29.73,9.2,15,11.2,2011,15,Jun,0,0,0,0,1,1,0,0,0,24,68.0,64.0,59.0,0.0,0.0,0.1,1900-01-01 04:16:00,1900-01-01 19:28:00,15,15.0,15.0,15.0,83.80963673275768,50.64479825917398,46.35419980637903,83.48123188078101
2,2011-06-15,72,57,65,59,62,0,0,416,1928,0.0,0.84,29.07,29.73,8.4,16,11.2,2011,15,Jun,0,0,0,0,1,1,0,0,0,24,64.0,65.0,57.0,0.8,0.0,0.0,1900-01-01 04:16:00,1900-01-01 19:28:00,15,15.0,15.0,15.0,80.93800196514492,83.80963673275768,56.17816824881756,64.13917977601092
1,2011-06-16,81,61,71,59,63,0,6,416,1929,0.0,0.04,29.05,29.76,5.5,29,7.5,2011,16,Jun,0,0,0,0,0,1,0,0,0,24,65.0,68.0,58.0,0.84,0.0,0.0,1900-01-01 04:16:00,1900-01-01 19:29:00,15,15.0,15.0,15.0,65.8666800439632,80.93800196514492,50.64479825917398,61.87436222238419
2,2011-06-16,81,62,72,59,63,0,7,416,1929,0.0,0.03,29.12,29.75,6.6,26,9.1,2011,16,Jun,0,0,0,0,0,1,0,0,0,24,71.0,64.0,63.0,0.04,0.8,0.0,1900-01-01 04:16:00,1900-01-01 19:29:00,15,15.0,15.0,15.0,63.675808647844846,65.8666800439632,83.80963673275768,48.006115263556225
1,2011-06-17,82,60,71,60,64,0,6,416,1929,0.0,0.0,29.13,29.83,5.8,6,6.6,2011,17,Jun,0,0,0,0,0,0,0,0,0,24,72.0,65.0,64.0,0.03,0.84,0.0,1900-01-01 04:16:00,1900-01-01 19:29:00,15,15.0,15.0,15.0,68.25611970505065,63.675808647844846,80.93800196514492,46.35419980637903
2,2011-06-17,82,64,73,60,65,0,8,416,1929,0.0,0.0,29.18,29.81,5.3,7,6.2,2011,17,Jun,0,0,0,0,0,0,0,0,0,24,71.0,71.0,65.0,0.0,0.04,0.0,1900-01-01 04:16:00,1900-01-01 19:29:00,15,15.0,15.0,15.0,63.800143286235866,68.25611970505065,65.8666800439632,56.17816824881756
1,2011-06-18,84,61,73,62,65,0,8,416,1929,0.0,0.0,29.1,29.82,4.6,6,6.4,2011,18,Jun,0,0,0,0,0,0,0,0,0,24,73.0,72.0,68.0,0.0,0.03,0.0,1900-01-01 04:16:00,1900-01-01 19:29:00,15,15.0,15.0,15.0,68.48106337313598,63.800143286235866,63.675808647844846,50.64479825917398
2,2011-06-18,83,63,73,62,66,0,8,416,1929,0.0,0.0,29.16,29.8,4.5,8,6.4,2011,18,Jun,0,0,0,0,0,0,0,0,0,24,73.0,71.0,64.0,0.0,0.0,0.8,1900-01-01 04:16:00,1900-01-01 19:29:00,15,15.0,15.0,15.0,68.48106337313598,68.48106337313598,68.25611970505065,83.80963673275768
1,2011-06-19,81,63,72,65,68,0,7,416,1930,0.0,0.0,29.03,29.75,4.1,11,5.2,2011,19,Jun,0,0,0,0,0,0,0,0,0,24,73.0,73.0,65.0,0.0,0.0,0.84,1900-01-01 04:16:00,1900-01-01 19:30:00,15,15.0,15.0,15.0,78.67232585660582,68.48106337313598,63.800143286235866,80.93800196514492
2,2011-06-19,83,65,74,65,69,0,9,416,1930,0.0,0.0,29.08,29.73,3.7,14,4.9,2011,19,Jun,0,0,0,0,0,1,0,0,0,24,72.0,73.0,71.0,0.0,0.0,0.04,1900-01-01 04:16:00,1900-01-01 19:30:00,15,15.0,15.0,15.0,73.55750410874828,78.67232585660582,68.48106337313598,65.8666800439632
1,2011-06-20,79,65,72,67,69,0,7,416,1930,0.0,0.18,29.01,29.72,6.2,16,8.1,2011,20,Jun,0,0,0,0,1,1,0,0,0,25,74.0,73.0,72.0,0.0,0.0,0.03,1900-01-01 04:16:00,1900-01-01 19:30:00,15,15.0,15.0,15.0,84.31574284833127,73.55750410874828,68.48106337313598,63.675808647844846
2,2011-06-20,80,69,75,67,69,0,10,416,1930,0.0,1.23,29.07,29.7,8.0,16,9.5,2011,20,Jun,0,0,0,0,1,1,0,0,0,25,72.0,72.0,71.0,0.18,0.0,0.0,1900-01-01 04:16:00,1900-01-01 19:30:00,15,15.0,15.0,15.0,76.24461370398792,84.31574284833127,78.67232585660582,68.25611970505065
1,2011-06-21,89,66,78,70,72,0,13,416,1930,0.0,0.45,28.92,29.64,11.5,18,12.1,2011,21,Jun,0,0,0,0,0,1,0,0,0,25,75.0,74.0,73.0,1.23,0.0,0.0,1900-01-01 04:16:00,1900-01-01 19:30:00,15,15.0,15.0,15.0,76.50831476047908,76.24461370398792,73.55750410874828,63.800143286235866
2,2011-06-21,89,69,79,70,73,0,14,416,1930,0.0,0.08,28.98,29.63,11.0,18,11.8,2011,21,Jun,0,0,0,0,1,1,0,0,0,25,78.0,72.0,73.0,0.45,0.18,0.0,1900-01-01 04:16:00,1900-01-01 19:30:00,15,15.0,15.0,15.0,74.03681432069278,76.50831476047908,84.31574284833127,68.48106337313598
1,2011-06-22,73,64,69,63,65,0,4,417,1931,0.0,0.02,28.89,29.59,12.6,21,13.4,2011,22,Jun,0,0,0,0,0,0,0,0,0,25,79.0,75.0,73.0,0.08,1.23,0.0,1900-01-01 04:17:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,81.23376312218674,74.03681432069278,76.24461370398792,68.48106337313598
2,2011-06-22,75,66,71,62,65,0,6,417,1931,0.0,0.02,28.95,29.59,12.9,21,13.4,2011,22,Jun,0,0,0,0,0,0,0,0,0,25,69.0,78.0,72.0,0.02,0.45,0.0,1900-01-01 04:17:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,73.263968047143,81.23376312218674,76.50831476047908,78.67232585660582
1,2011-06-23,71,62,67,59,62,0,2,417,1931,0.0,0.01,28.9,29.6,11.4,26,12.7,2011,23,Jun,0,0,0,0,0,1,0,0,0,25,71.0,79.0,74.0,0.02,0.08,0.0,1900-01-01 04:17:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,75.52066375360778,73.263968047143,74.03681432069278,73.55750410874828
2,2011-06-23,72,63,68,60,63,0,3,417,1931,0.0,0.05,28.96,29.6,12.6,26,13.5,2011,23,Jun,0,0,0,0,0,1,0,0,0,25,67.0,69.0,72.0,0.01,0.02,0.18,1900-01-01 04:17:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,75.61284375300045,75.52066375360778,81.23376312218674,84.31574284833127
1,2011-06-24,68,60,64,56,59,1,0,417,1931,0.0,0.0,29.08,29.76,9.4,29,9.6,2011,24,Jun,0,0,0,0,0,0,0,0,0,25,68.0,71.0,75.0,0.05,0.02,1.23,1900-01-01 04:17:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,75.24116361722916,75.61284375300045,73.263968047143,76.24461370398792
2,2011-06-24,68,60,64,55,59,1,0,417,1931,0.0,0.0,29.13,29.76,8.5,29,8.7,2011,24,Jun,0,0,0,0,0,0,0,0,0,25,64.0,67.0,78.0,0.0,0.01,0.45,1900-01-01 04:17:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,72.56115201810232,75.24116361722916,75.52066375360778,76.50831476047908
1,2011-06-25,79,58,69,53,60,0,4,417,1931,0.0,0.0,29.21,29.92,2.5,10,4.6,2011,25,Jun,0,0,0,0,0,0,0,0,0,25,64.0,68.0,79.0,0.0,0.05,0.08,1900-01-01 04:17:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,56.745966453912246,72.56115201810232,75.61284375300045,74.03681432069278
2,2011-06-25,78,61,70,52,60,0,5,417,1931,0.0,0.001,29.28,29.91,3.9,9,5.8,2011,25,Jun,0,0,0,0,0,0,0,0,0,25,69.0,64.0,69.0,0.0,0.0,0.02,1900-01-01 04:17:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,52.863305538608486,56.745966453912246,75.24116361722916,81.23376312218674
1,2011-06-26,81,57,69,53,60,0,4,418,1931,0.0,0.0,29.23,29.94,5.8,9,6.9,2011,26,Jun,0,0,0,0,0,0,0,0,0,25,70.0,64.0,71.0,0.001,0.0,0.02,1900-01-01 04:18:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,56.745966453912246,52.863305538608486,72.56115201810232,73.263968047143
2,2011-06-26,80,64,72,53,61,0,7,418,1931,0.0,0.0,29.28,29.93,6.5,9,7.0,2011,26,Jun,0,0,0,0,0,0,0,0,0,25,69.0,69.0,67.0,0.0,0.0,0.01,1900-01-01 04:18:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,51.247355597402745,56.745966453912246,56.745966453912246,75.52066375360778
1,2011-06-27,81,65,73,63,67,0,8,418,1931,0.0,0.03,29.08,29.8,6.9,21,10.8,2011,27,Jun,0,0,0,0,0,0,0,0,1,26,72.0,70.0,68.0,0.0,0.001,0.05,1900-01-01 04:18:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,70.93235828358331,51.247355597402745,52.863305538608486,75.61284375300045
2,2011-06-27,80,67,74,64,67,0,9,418,1931,0.0,0.14,29.15,29.79,6.4,21,9.2,2011,27,Jun,0,0,0,0,0,1,0,0,0,26,73.0,69.0,64.0,0.03,0.0,0.0,1900-01-01 04:18:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,71.03714613498632,70.93235828358331,56.745966453912246,75.24116361722916
1,2011-06-28,81,63,72,54,61,0,7,419,1931,0.0,0.0,29.28,29.98,9.1,30,9.6,2011,28,Jun,0,0,0,0,0,0,0,0,0,26,74.0,72.0,64.0,0.14,0.0,0.0,1900-01-01 04:19:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,53.15734946926977,71.03714613498632,51.247355597402745,72.56115201810232
2,2011-06-28,81,65,73,53,61,0,8,419,1931,0.0,0.0,29.34,29.97,7.2,30,8.6,2011,28,Jun,0,0,0,0,0,0,0,0,0,26,72.0,73.0,69.0,0.0,0.03,0.0,1900-01-01 04:19:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,49.549904731149304,53.15734946926977,70.93235828358331,56.745966453912246
1,2011-06-29,81,59,70,56,62,0,5,419,1931,0.0,0.0,29.35,30.06,3.7,8,5.4,2011,29,Jun,0,0,0,0,0,0,0,0,0,26,73.0,74.0,70.0,0.0,0.14,0.001,1900-01-01 04:19:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,61.17608708222083,49.549904731149304,71.03714613498632,52.863305538608486
2,2011-06-29,80,63,72,55,62,0,7,419,1931,0.0,0.0,29.41,30.04,3.9,8,5.9,2011,29,Jun,0,0,0,0,0,0,0,0,0,26,70.0,72.0,69.0,0.0,0.0,0.0,1900-01-01 04:19:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,55.12957950056294,61.17608708222083,53.15734946926977,56.745966453912246
1,2011-06-30,88,60,74,62,67,0,9,419,1931,0.0,0.001,29.28,30.0,8.2,17,9.4,2011,30,Jun,0,0,0,0,0,0,0,0,0,26,72.0,73.0,72.0,0.0,0.0,0.0,1900-01-01 04:19:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,66.22227965260757,55.12957950056294,49.549904731149304,51.247355597402745
2,2011-06-30,89,66,78,61,67,0,13,419,1931,0.0,0.03,29.34,29.99,9.2,16,10.6,2011,30,Jun,0,0,0,0,1,0,1,0,0,26,74.0,70.0,73.0,0.001,0.0,0.03,1900-01-01 04:19:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,55.97739460161784,66.22227965260757,61.17608708222083,70.93235828358331
1,2011-07-01,89,72,81,62,68,0,16,420,1931,0.0,0.0,29.24,29.96,14.3,18,14.9,2011,1,Jul,0,0,0,0,0,0,0,0,0,26,78.0,72.0,74.0,0.03,0.0,0.14,1900-01-01 04:20:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,52.57147318856834,55.97739460161784,55.12957950056294,71.03714613498632
2,2011-07-01,89,70,80,63,68,0,15,420,1931,0.0,0.01,29.31,29.95,10.4,18,10.8,2011,1,Jul,0,0,0,0,0,0,0,0,0,26,81.0,74.0,72.0,0.0,0.001,0.0,1900-01-01 04:20:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,56.255561710369705,52.57147318856834,66.22227965260757,53.15734946926977
1,2011-07-02,94,71,83,70,74,0,18,420,1931,0.0,0.0,29.25,29.95,3.9,24,8.3,2011,2,Jul,0,0,0,0,0,1,0,0,0,26,80.0,78.0,73.0,0.01,0.03,0.0,1900-01-01 04:20:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,65.01292311148853,56.255561710369705,55.97739460161784,49.549904731149304
2,2011-07-02,93,73,83,71,74,0,18,420,1931,0.0,0.0,29.31,29.94,3.1,23,7.5,2011,2,Jul,0,0,0,0,0,1,0,0,0,26,83.0,81.0,70.0,0.0,0.0,0.0,1900-01-01 04:20:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,67.25956740914121,65.01292311148853,52.57147318856834,61.17608708222083
1,2011-07-03,84,69,77,57,65,0,12,421,1931,0.0,0.0,29.28,29.98,4.7,2,5.9,2011,3,Jul,0,0,0,0,0,0,0,0,0,26,83.0,80.0,72.0,0.0,0.01,0.0,1900-01-01 04:21:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,50.152586051822844,67.25956740914121,56.255561710369705,55.12957950056294
2,2011-07-03,86,70,78,58,65,0,13,421,1931,0.0,0.0,29.33,29.96,4.4,3,6.1,2011,3,Jul,0,0,0,0,0,0,0,0,0,26,77.0,83.0,74.0,0.0,0.0,0.001,1900-01-01 04:21:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,50.301943842670205,50.152586051822844,65.01292311148853,66.22227965260757
1,2011-07-04,89,65,77,55,64,0,12,422,1930,0.0,0.0,29.26,29.97,2.9,5,4.3,2011,4,Jul,0,0,0,0,0,0,0,0,0,27,78.0,83.0,78.0,0.0,0.0,0.03,1900-01-01 04:22:00,1900-01-01 19:30:00,15,15.0,15.0,15.0,46.65092154128868,50.301943842670205,67.25956740914121,55.97739460161784
2,2011-07-04,88,68,78,53,63,0,13,422,1930,0.0,0.0,29.32,29.95,3.3,7,4.5,2011,4,Jul,0,1,0,0,0,0,0,0,0,27,77.0,77.0,81.0,0.0,0.0,0.0,1900-01-01 04:22:00,1900-01-01 19:30:00,15,15.0,15.0,15.0,41.95906264328354,46.65092154128868,50.152586051822844,52.57147318856834
1,2011-07-05,91,68,80,60,68,0,15,422,1930,0.0,0.0,29.25,29.96,5.2,28,6.2,2011,5,Jul,0,0,0,0,0,0,0,0,0,27,78.0,78.0,80.0,0.0,0.0,0.01,1900-01-01 04:22:00,1900-01-01 19:30:00,15,15.0,15.0,15.0,50.59909165038914,41.95906264328354,50.301943842670205,56.255561710369705
2,2011-07-05,92,67,80,59,68,0,15,422,1930,0.0,0.0,29.31,29.94,4.9,26,5.6,2011,5,Jul,0,0,0,0,0,0,0,0,0,27,80.0,77.0,83.0,0.0,0.0,0.0,1900-01-01 04:22:00,1900-01-01 19:30:00,15,15.0,15.0,15.0,48.82777096988622,50.59909165038914,46.65092154128868,65.01292311148853
1,2011-07-06,86,70,78,61,67,0,13,423,1930,0.0,0.001,29.27,29.97,5.7,4,7.5,2011,6,Jul,0,0,0,0,0,0,0,0,0,27,80.0,78.0,83.0,0.0,0.0,0.0,1900-01-01 04:23:00,1900-01-01 19:30:00,15,15.0,15.0,15.0,55.97739460161784,48.82777096988622,41.95906264328354,67.25956740914121
2,2011-07-06,87,71,79,60,67,0,14,423,1930,0.0,0.0,29.33,29.95,5.9,4,7.3,2011,6,Jul,0,0,0,0,0,0,0,0,0,27,78.0,80.0,77.0,0.001,0.0,0.0,1900-01-01 04:23:00,1900-01-01 19:30:00,15,15.0,15.0,15.0,52.28097707329735,55.97739460161784,50.59909165038914,50.152586051822844
1,2011-07-07,82,63,73,53,62,0,8,423,1930,0.0,0.001,29.22,29.95,5.1,7,6.2,2011,7,Jul,0,0,0,0,0,0,0,0,0,27,79.0,80.0,78.0,0.0,0.0,0.0,1900-01-01 04:23:00,1900-01-01 19:30:00,15,15.0,15.0,15.0,49.549904731149304,52.28097707329735,48.82777096988622,50.301943842670205
2,2011-07-07,81,66,74,55,63,0,9,423,1930,0.0,0.07,29.28,29.93,5.7,7,7.1,2011,7,Jul,0,0,0,0,0,0,0,0,0,27,73.0,78.0,77.0,0.001,0.001,0.0,1900-01-01 04:23:00,1900-01-01 19:30:00,15,15.0,15.0,15.0,51.54537159632893,49.549904731149304,55.97739460161784,46.65092154128868
1,2011-07-08,86,61,74,51,62,0,9,424,1929,0.0,0.0,29.17,29.88,5.1,6,6.0,2011,8,Jul,0,0,0,0,0,0,0,0,0,27,74.0,79.0,78.0,0.07,0.0,0.0,1900-01-01 04:24:00,1900-01-01 19:29:00,15,15.0,15.0,15.0,44.51223074679096,51.54537159632893,52.28097707329735,41.95906264328354
2,2011-07-08,86,65,76,52,63,0,11,424,1929,0.0,0.0,29.22,29.86,5.2,4,6.5,2011,8,Jul,0,0,0,0,0,0,0,0,0,27,74.0,73.0,80.0,0.0,0.001,0.0,1900-01-01 04:24:00,1900-01-01 19:29:00,15,15.0,15.0,15.0,43.208193911345816,44.51223074679096,49.549904731149304,50.59909165038914
1,2011-07-09,91,61,76,58,66,0,11,425,1929,0.0,0.0,29.21,29.92,5.2,19,5.9,2011,9,Jul,0,0,0,0,0,0,0,0,0,27,76.0,74.0,80.0,0.0,0.07,0.0,1900-01-01 04:25:00,1900-01-01 19:29:00,15,15.0,15.0,15.0,53.73879567955987,43.208193911345816,51.54537159632893,48.82777096988622
2,2011-07-09,90,67,79,60,68,0,14,425,1929,0.0,0.0,29.27,29.9,5.4,18,6.5,2011,9,Jul,0,0,0,0,0,0,0,0,0,27,76.0,74.0,78.0,0.0,0.0,0.001,1900-01-01 04:25:00,1900-01-01 19:29:00,15,15.0,15.0,15.0,52.28097707329735,53.73879567955987,44.51223074679096,55.97739460161784
1,2011-07-10,91,74,83,68,72,0,18,425,1929,0.0,0.001,29.18,29.89,9.3,19,9.7,2011,10,Jul,0,0,0,0,0,0,0,0,1,27,79.0,76.0,79.0,0.0,0.0,0.0,1900-01-01 04:25:00,1900-01-01 19:29:00,15,15.0,15.0,15.0,60.71557233563368,52.28097707329735,43.208193911345816,52.28097707329735
2,2011-07-10,91,75,83,67,72,0,18,425,1929,0.0,0.001,29.23,29.87,7.8,19,8.1,2011,10,Jul,0,0,0,0,0,0,0,0,1,27,83.0,76.0,73.0,0.001,0.0,0.001,1900-01-01 04:25:00,1900-01-01 19:29:00,15,15.0,15.0,15.0,58.661619035646275,60.71557233563368,53.73879567955987,49.549904731149304
1,2011-07-11,88,71,80,71,74,0,15,426,1928,0.0,0.39,29.12,29.82,5.5,25,8.5,2011,11,Jul,0,0,0,0,0,0,0,0,1,28,83.0,79.0,74.0,0.001,0.0,0.07,1900-01-01 04:26:00,1900-01-01 19:28:00,15,15.0,15.0,15.0,74.13121617378584,58.661619035646275,52.28097707329735,51.54537159632893
2,2011-07-11,90,70,80,70,74,0,15,426,1928,0.0,0.13,29.18,29.81,5.3,24,8.0,2011,11,Jul,0,0,0,0,1,1,0,0,0,28,80.0,83.0,74.0,0.39,0.001,0.0,1900-01-01 04:26:00,1900-01-01 19:28:00,15,15.0,15.0,15.0,71.65504095425479,74.13121617378584,60.71557233563368,44.51223074679096
